No,Nama Tempat,Rating,Ulasan,Kategori Wisata,Lokasi,URL,latitude,longitude,No Klaster,Klaster OPTICS
275,Bayt Al Quran dan Museum Istiqlal,4.7,1368,Sejarah & Budaya,Jakarta Timur,https://www.google.com/maps/place/Bayt+Al+Quran+dan+Museum+Istiqlal/data=!4m7!3m6!1s0x2e69ed5f7e833391:0xd33772b8e0d87207!8m2!3d-6.3028222!4d106.8878626!16s%2Fg%2F1td3bvgh!19sChIJkTODfl_taS4RB3LY4LhyN9M,-6.3028222,106.8878626,0,Wisata Cukup Populer
276,Parks Agro Tourism Cilangkap,4.3,1360,Alam & Ruang Terbuka,Jakarta Timur,https://www.google.com/maps/place/Parks+Agro+Tourism+Cilangkap/data=!4m7!3m6!1s0x2e69ecd777995d99:0xb192c7fabc8d9932!8m2!3d-6.3399618!4d106.901405!16s%2Fg%2F11d_z8my2_!19sChIJmV2Zd9fsaS4RMpmNvPrHkrE,-6.3399618,106.901405,6,Wisata Cukup Dikenal
277,Kampoeng Gallery,4.6,1351,Rekreasi & Hiburan Modern,Jakarta Selatan,https://www.google.com/maps/place/Kampoeng+Gallery/data=!4m7!3m6!1s0x2e69f13d4a529c39:0x487b00143c6e808d!8m2!3d-6.2378751!4d106.7826646!16s%2Fg%2F11cjqtkc5n!19sChIJOZxSSj3xaS4RjYBuPBQAe0g,-6.2378751,106.7826646,2,Wisata Berpotensi
278,Apung Park,4.6,1343,Alam & Ruang Terbuka,Jakarta Timur,https://www.google.com/maps/place/Apung+Park/data=!4m7!3m6!1s0x2e69edcc290608c1:0xc50a055e5f861efd!8m2!3d-6.3518445!4d106.890131!16s%2Fg%2F11g_rw6cyj!19sChIJwQgGKcztaS4R_R6GX14FCsU,-6.3518445,106.890131,2,Wisata Berpotensi
279,Coto Makassar Daeng Memang,4.4,1329,Kuliner,Jakarta Selatan,https://www.google.com/maps/place/Coto+Makassar+Daeng+Memang/data=!4m7!3m6!1s0x2e69f1f874564d8b:0x1991f72a5c1ef44a!8m2!3d-6.2888664!4d106.81797!16s%2Fg%2F11b6dcr6zc!19sChIJi01WdPjxaS4RSvQeXCr3kRk,-6.2888664,106.81797,5,Wisata Standar
280,Electricity and Renewable Energy Museum,4.7,1318,Sejarah & Budaya,Jakarta Timur,https://www.google.com/maps/place/Electricity+and+Renewable+Energy+Museum/data=!4m7!3m6!1s0x2e69ed5110790809:0x8e9980292a3ca002!8m2!3d-6.303353!4d106.9049733!16s%2Fg%2F1vgx31br!19sChIJCQh5EFHtaS4RAqA8KimAmY4,-6.303353,106.9049733,0,Wisata Cukup Populer
281,Taman Hutan Kota Tebet,4.8,1313,Alam & Ruang Terbuka,Jakarta Selatan,https://www.google.com/maps/place/Taman+Hutan+Kota+Tebet/data=!4m7!3m6!1s0x2e69f3bcce6d8b39:0x1f37e39d760e6751!8m2!3d-6.2400781!4d106.8528222!16s%2Fg%2F11f_6n5g_7!19sChIJOYttzrzzaS4RUWcOdp3jNx8,-6.2400781,106.8528222,1,Wisata Populer
282,Museum Basoeki Abdullah,4.7,1305,Sejarah & Budaya,Jakarta Selatan,https://www.google.com/maps/place/Museum+Basoeki+Abdullah/data=!4m7!3m6!1s0x2e69f1c2b2cfffff:0x771c0cb63c79fd9b!8m2!3d-6.2898108!4d106.7933218!16s%2Fm%2F010lr3gt!19sChIJ___PssLxaS4Rm_15PLYMHHc,-6.2898108,106.7933218,0,Wisata Cukup Populer
283,Playparq Kemang,4.4,1304,Alam & Ruang Terbuka,Jakarta Selatan,https://www.google.com/maps/place/Playparq+Kemang/data=!4m7!3m6!1s0x2e69f180f4f7503b:0x62057defbe6adac9!8m2!3d-6.2628045!4d106.8239821!16s%2Fg%2F1ttl0wwq!19sChIJO1D39IDxaS4Rydpqvu99BWI,-6.2628045,106.8239821,5,Wisata Standar
284,Museum Sumpah Pemuda,4.7,1297,Sejarah & Budaya,Jakarta Pusat,https://www.google.com/maps/place/Museum+Sumpah+Pemuda/data=!4m7!3m6!1s0x2e69f448497eae29:0x6f890df278af3c65!8m2!3d-6.1838388!4d106.8430507!16s%2Fg%2F120qwcwd!19sChIJKa5-SUj0aS4RZTyvePINiW8,-6.1838388,106.8430507,0,Wisata Cukup Populer
285,Pasar Loak Jatinegara,4.5,1277,Belanja,Jakarta Timur,https://www.google.com/maps/place/Pasar+Loak+Jatinegara/data=!4m7!3m6!1s0x2e69f37fbaa47d3d:0xf02ad95734c799e8!8m2!3d-6.2177359!4d106.8679615!16s%2Fg%2F11dxkxzdbb!19sChIJPX2kun_zaS4R6JnHNFfZKvA,-6.2177359,106.8679615,3,Wisata Potensial
286,Gado-Gado Cemara (Sejak 1947),4.5,1275,Kuliner,Jakarta Pusat,https://www.google.com/maps/place/Gado-Gado+Cemara+%28Sejak+1947%29/data=!4m7!3m6!1s0x2e69f6811fa071d1:0x75ddcf8dc04f81e4!8m2!3d-6.1794391!4d106.8139353!16s%2Fg%2F1thnd_z9!19sChIJ0XGgH4H2aS4R5IFPwI3P3XU,-6.1794391,106.8139353,3,Wisata Potensial
287,Taman Bambu Jakarta Timur,4.5,1266,Alam & Ruang Terbuka,Jakarta Timur,"https://www.google.com/maps/place/Taman+Bambu,+Jakarta+Timur/data=!4m7!3m6!1s0x2e699345ff38ec5b:0x5761befd132f7d4b!8m2!3d-6.3031116!4d106.9148031!16s%2Fg%2F11h0mm1rnz!19sChIJW-w4_0WTaS4RS30vE_2-YVc",-6.3031116,106.9148031,3,Wisata Potensial
288,Al Azhar Grand Mosque,4.7,1264,Religi,Jakarta Timur,https://www.google.com/maps/place/Al+Azhar+Grand+Mosque/data=!4m7!3m6!1s0x2e698b795b0fa015:0x97eee16721177ef7!8m2!3d-6.2116101!4d106.9457346!16s%2Fg%2F1pzq_62lf!19sChIJFaAPW3mLaS4R934XIWfh7pc,-6.2116101,106.9457346,0,Wisata Cukup Populer
289,Kepiting Nyinyir,4.6,1255,Kuliner,Jakarta Timur,https://www.google.com/maps/place/Kepiting+Nyinyir/data=!4m7!3m6!1s0x2e69f353deda202d:0x38c9607b8635cc5d!8m2!3d-6.2246521!4d106.9140417!16s%2Fg%2F11csspdyxz!19sChIJLSDa3lPzaS4RXcw1hntgyTg,-6.2246521,106.9140417,2,Wisata Berpotensi
290,Kelapa Gading Square - Mall of Indonesia,4.6,1254,Belanja,Jakarta Utara,https://www.google.com/maps/place/Kelapa+Gading+Square+-+Mall+of+Indonesia/data=!4m7!3m6!1s0x2e69f541946b2f03:0xa2bbc815b7ada8fd!8m2!3d-6.1506511!4d106.8906225!16s%2Fg%2F11bwnyd0mk!19sChIJAy9rlEH1aS4R_aittxXIu6I,-6.1506511,106.8906225,2,Wisata Berpotensi
291,Tanjung Park,4.4,1243,Alam & Ruang Terbuka,Jakarta Selatan,https://www.google.com/maps/place/Tanjung+Park/data=!4m7!3m6!1s0x2e69edf4ed5f91eb:0xa47ca7d6b29df015!8m2!3d-6.302435!4d106.83917!16s%2Fg%2F11b6nccpfj!19sChIJ65Ff7fTtaS4RFfCdstanfKQ,-6.302435,106.83917,5,Wisata Standar
292,Taman Lansia,4.5,1239,Alam & Ruang Terbuka,Jakarta Timur,https://www.google.com/maps/place/Taman+Lansia/data=!4m7!3m6!1s0x2e698b5ccacbb277:0x5fd62cd6b6e53512!8m2!3d-6.2039707!4d106.931501!16s%2Fg%2F11cjkq7_8w!19sChIJd7LLylyLaS4REjXlttYs1l8,-6.2039707,106.931501,3,Wisata Potensial
293,Sate Padang Ajo Ramon,4.5,1237,Kuliner,Jakarta Selatan,https://www.google.com/maps/place/Sate+Padang+Ajo+Ramon/data=!4m7!3m6!1s0x2e69f166c45936b3:0xf7f650c9c42f1b84!8m2!3d-6.2417458!4d106.8103855!16s%2Fg%2F1thv_l1h!19sChIJszZZxGbxaS4RhBsvxMlQ9vc,-6.2417458,106.8103855,3,Wisata Potensial
294,Grand General Dr. A. H. Nasution Memorial Museum,4.8,1232,Sejarah & Budaya,Jakarta Pusat,https://www.google.com/maps/place/Grand+General+Dr.+A.+H.+Nasution+Memorial+Museum/data=!4m7!3m6!1s0x2e69f43c5ee263f3:0x5fc0960b834ecf52!8m2!3d-6.1929612!4d106.8326645!16s%2Fm%2F0cnzlth!19sChIJ82PiXjz0aS4RUs9OgwuWwF8,-6.1929612,106.8326645,1,Wisata Populer
295,Pecel Berkah Jakarta,4.5,1227,Kuliner,Jakarta Timur,https://www.google.com/maps/place/Pecel+Berkah+Jakarta/data=!4m7!3m6!1s0x2e698caf2088d4db:0xef409d3a6762c211!8m2!3d-6.2274352!4d106.9220115!16s%2Fg%2F1pzrzmxqz!19sChIJ29SIIK-MaS4REcJiZzqdQO8,-6.2274352,106.9220115,3,Wisata Potensial
296,Pasar Santa,4.6,1223,Belanja,Jakarta Selatan,https://www.google.com/maps/place/Pasar+Santa/data=!4m7!3m6!1s0x2e69f1447623068f:0xb6994c10bd139941!8m2!3d-6.240133!4d106.8120741!16s%2Fg%2F11mvr1y0gq!19sChIJjwYjdkTxaS4RQZkTvRBMmbY,-6.240133,106.8120741,2,Wisata Berpotensi
297,Indonesia Museum,4.7,1221,Sejarah & Budaya,Jakarta Timur,https://www.google.com/maps/place/Indonesia+Museum/data=!4m7!3m6!1s0x2e69ed5e7b3c0609:0x62cae8b8d989a08d!8m2!3d-6.3009628!4d106.8914236!16s%2Fm%2F09v6cmh!19sChIJCQY8e17taS4RjaCJ2bjoymI,-6.3009628,106.8914236,0,Wisata Cukup Populer
298,KOKAS,4.4,1203,Belanja,Jakarta Timur,https://www.google.com/maps/place/KOKAS/data=!4m7!3m6!1s0x2e69f38048dc2ca1:0x75f284afae17034a!8m2!3d-6.2161654!4d106.864822!16s%2Fg%2F11c6z0pyv5!19sChIJoSzcSIDzaS4RSgMXrq-E8nU,-6.2161654,106.864822,5,Wisata Standar
299,Wang Plaza,4.5,1184,Belanja,Jakarta Barat,https://www.google.com/maps/place/Wang+Plaza/data=!4m7!3m6!1s0x2e69f70617938029:0x295d8c7fcdf93f7f!8m2!3d-6.1728475!4d106.7659447!16s%2Fg%2F11hnlw5dbf!19sChIJKYCTFwb3aS4Rfz_5zX-MXSk,-6.1728475,106.7659447,3,Wisata Potensial
300,Museum Keprajuritan Indonesia,4.3,1176,Sejarah & Budaya,Jakarta Timur,https://www.google.com/maps/place/Museum+Keprajuritan+Indonesia/data=!4m7!3m6!1s0x2e69f4724ba0f387:0x4eeb2f29ea329304!8m2!3d-6.3056638!4d106.8967708!16s%2Fg%2F120sd660!19sChIJh_OgS3L0aS4RBJMy6ikv604,-6.3056638,106.8967708,6,Wisata Cukup Dikenal
301,Habitat Park,4.4,1167,Rekreasi & Hiburan Modern,Jakarta Selatan,https://www.google.com/maps/place/Habitat+Park/data=!4m7!3m6!1s0x2e69f120951d37ff:0x87491615d8325987!8m2!3d-6.2260322!4d106.8098424!16s%2Fg%2F11y3ktztpw!19sChIJ_zcdlSDxaS4Rh1ky2BUWSYc,-6.2260322,106.8098424,5,Wisata Standar
302,HAI SEAFOOD,4.6,1149,Kuliner,Jakarta Barat,https://www.google.com/maps/place/HAI+SEAFOOD/data=!4m7!3m6!1s0x2e69f7591c30bee1:0x187a2c0f8f6ca427!8m2!3d-6.1784213!4d106.7975556!16s%2Fg%2F11jg0321ks!19sChIJ4b4wHFn3aS4RJ6Rsjw8sehg,-6.1784213,106.7975556,2,Wisata Berpotensi
303,MASJID AL ALAM MARUNDA SEJARAH BETAWI JAKARTA,4.7,1144,Sejarah & Budaya,Jakarta Utara,https://www.google.com/maps/place/Masjid+Al+Alam/data=!4m7!3m6!1s0x2e6a207d930edfe5:0x6efbf2aa9531c707!8m2!3d-6.0942991!4d106.9598452!16s%2Fg%2F11fk3vz608!19sChIJ5d8Ok30gai4RB8cxlary-24,-6.0942991,106.9598452,0,Wisata Cukup Populer
304,JimBARan Lounge,4.6,1139,Rekreasi & Hiburan Modern,Jakarta Pusat,https://www.google.com/maps/place/JimBARan+Lounge/data=!4m7!3m6!1s0x2e69f6aac4b9c4bb:0xcc38220ab4937c40!8m2!3d-6.2087434!4d106.8194942!16s%2Fg%2F11bc7s7t6j!19sChIJu8S5xKr2aS4RQHyTtAoiOMw,-6.2087434,106.8194942,2,Wisata Berpotensi
305,Museum Perumusan Naskah Proklamasi,4.7,1135,Sejarah & Budaya,Jakarta Pusat,https://www.google.com/maps/place/Formulation+of+Proclamation+Text+Museum/data=!4m7!3m6!1s0x2e69f41768fdc787:0xa9df214c95059cdc!8m2!3d-6.2004272!4d106.8310959!16s%2Fm%2F0vpv_ch!19sChIJh8f9aBf0aS4R3JwFlUwh36k,-6.2004272,106.8310959,0,Wisata Cukup Populer
306,MUSEUM KOMODO - JAGAT SATWA NUSANTARA,4.5,1133,Rekreasi & Hiburan Modern,Jakarta Timur,https://www.google.com/maps/place/MUSEUM+KOMODO+-+JAGAT+SATWA+NUSANTARA/data=!4m7!3m6!1s0x2e69ed5085bb5547:0x8ee7c27bfb36ad0e!8m2!3d-6.3037802!4d106.9009839!16s%2Fg%2F1q2wb3st5!19sChIJR1W7hVDtaS4RDq02-3vC544,-6.3037802,106.9009839,3,Wisata Potensial
307,Pasir Putih Pantai Ancol,4.7,1119,Alam & Ruang Terbuka,Jakarta Utara,https://www.google.com/maps/place/Pasir+Putih+Pantai+Ancol/data=!4m7!3m6!1s0x2e6a1f0f772d6ded:0x6396142d06ba95db!8m2!3d-6.1185834!4d106.8529593!16s%2Fg%2F11sf6f07kv!19sChIJ7W0tdw8fai4R25W6Bi0UlmM,-6.1185834,106.8529593,0,Wisata Cukup Populer
308,Kemiri market Embankment,4.4,1094,Belanja,Jakarta Barat,https://www.google.com/maps/place/Kemiri+market+Embankment/data=!4m7!3m6!1s0x2e69f7bdbb9d289d:0x94b07952e9b1579e!8m2!3d-6.165288!4d106.7489456!16s%2Fg%2F11fxzyqrwc!19sChIJnSidu733aS4Rnlex6VJ5sJQ,-6.165288,106.7489456,5,Wisata Standar
309,TEH TARIK ACEH,4.5,1084,Kuliner,Jakarta Selatan,https://www.google.com/maps/place/TEH+TARIK+ACEH/data=!4m7!3m6!1s0x2e69f118d45c1e5f:0x36eaba90d6be5f3!8m2!3d-6.277629!4d106.8023438!16s%2Fg%2F11ghfd_dl7!19sChIJXx5c1BjxaS4R8-VrDamrbgM,-6.277629,106.8023438,3,Wisata Potensial
310,KULINER THERESIA,4.3,1066,Kuliner,Jakarta Pusat,https://www.google.com/maps/place/KULINER+THERESIA/data=!4m7!3m6!1s0x2e69f424a2ad976b:0xd015cdfdd8ad31e5!8m2!3d-6.1907774!4d106.8282038!16s%2Fg%2F11cs2gp8st!19sChIJa5etoiT0aS4R5TGt2P3NFdA,-6.1907774,106.8282038,6,Wisata Cukup Dikenal
311,Mal Kelapa Gading 2,4.8,1062,Belanja,Jakarta Utara,https://www.google.com/maps/place/Mal+Kelapa+Gading+2/data=!4m7!3m6!1s0x2e69f5c8481e18ab:0x8ab66acdf75a2503!8m2!3d-6.1574602!4d106.9074286!16s%2Fg%2F11shn2v9zw!19sChIJqxgeSMj1aS4RAyVa981qtoo,-6.1574602,106.9074286,1,Wisata Populer
312,TAMAN WIJAYA KUSUMA,4.5,1061,Alam & Ruang Terbuka,Jakarta Barat,https://www.google.com/maps/place/TAMAN+WIJAYA+KUSUMA/data=!4m7!3m6!1s0x2e69f8345d670fa9:0xe52c9f9c447f36ae!8m2!3d-6.1780323!4d106.7044249!16s%2Fg%2F11c0xq8nq8!19sChIJqQ9nXTT4aS4RrjZ_RJyfLOU,-6.1780323,106.7044249,3,Wisata Potensial
313,Pondok Es Cendol,4.3,1058,Kuliner,Jakarta Barat,https://www.google.com/maps/place/Pondok+Es+Cendol/data=!4m7!3m6!1s0x2e69f669c4d7eff9:0x78cf82c2b7190860!8m2!3d-6.1641873!4d106.7949636!16s%2Fg%2F1hm5410db!19sChIJ-e_XxGn2aS4RYAgZt8KCz3g,-6.1641873,106.7949636,6,Wisata Cukup Dikenal
314,Laksa Tiam,4.9,1057,Kuliner,Jakarta Barat,https://www.google.com/maps/place/Laksa+Tiam/data=!4m7!3m6!1s0x2e69f730b2fc1759:0xd36f9e3b581e9efb!8m2!3d-6.1413312!4d106.8124737!16s%2Fg%2F11mqx8yhvf!19sChIJWRf8sjD3aS4R-54eWDueb9M,-6.1413312,106.8124737,1,Wisata Populer
315,Sasmita Loka Ahmad Yani Museum,4.8,1040,Sejarah & Budaya,Jakarta Pusat,https://www.google.com/maps/place/Sasmita+Loka+Ahmad+Yani+Museum/data=!4m7!3m6!1s0x2e69f4123755eccb:0x5b8c2f700730e22c!8m2!3d-6.2045797!4d106.8366143!16s%2Fm%2F0crgqrd!19sChIJy-xVNxL0aS4RLOIwB3AvjFs,-6.2045797,106.8366143,1,Wisata Populer
316,Taman Ranggon Wijaya Kusuma,4.7,1037,Alam & Ruang Terbuka,Jakarta Timur,https://www.google.com/maps/place/Taman+Ranggon+Wijaya+Kusuma/data=!4m7!3m6!1s0x2e69edcb5a7c637d:0x2405b5cb849bd022!8m2!3d-6.344512!4d106.907367!16s%2Fg%2F11j7hsx4j2!19sChIJfWN8WsvtaS4RItCbhMu1BSQ,-6.344512,106.907367,0,Wisata Cukup Populer
317,Lawang Park,4.3,1023,Belanja,Jakarta Pusat,https://www.google.com/maps/place/Lawang+Park/data=!4m7!3m6!1s0x2e69f41974d65bbd:0x3e92acdb7c89547e!8m2!3d-6.201162!4d106.8269955!16s%2Fg%2F11c3ynp53l!19sChIJvVvWdBn0aS4RflSJfNuskj4,-6.201162,106.8269955,6,Wisata Cukup Dikenal
318,Taman Kodok Menteng,4.5,1016,Rekreasi & Hiburan Modern,Jakarta Pusat,https://www.google.com/maps/place/Taman+Kodok+Menteng/data=!4m7!3m6!1s0x2e69f417f716ed57:0xd42d9f2844930994!8m2!3d-6.1974418!4d106.8298288!16s%2Fg%2F11cjhzxddf!19sChIJV-0W9xf0aS4RlAmTRCifLdQ,-6.1974418,106.8298288,3,Wisata Potensial
319,Taman Wisata Lebah,4.6,1007,Alam & Ruang Terbuka,Jakarta Timur,https://www.google.com/maps/place/Taman+Wisata+Lebah/data=!4m7!3m6!1s0x2e69ecbb6eab144f:0xad7b65e4e05d94f4!8m2!3d-6.3668755!4d106.8958019!16s%2Fg%2F11kxdvsjzn!19sChIJTxSrbrvsaS4R9JRd4ORle60,-6.3668755,106.8958019,2,Wisata Berpotensi
320,Masjid Jami' Keramat Luar Batang,4.8,1005,Sejarah & Budaya,Jakarta Utara,https://www.google.com/maps/place/Luar+Batang+Holy+Mosque/data=!4m7!3m6!1s0x2e6a1de570431941:0x712477b90a66c76a!8m2!3d-6.1238406!4d106.8066587!16s%2Fg%2F11c6zkk_fh!19sChIJQRlDcOUdai4RasdmCrl3JHE,-6.1238406,106.8066587,1,Wisata Populer
321,Tsurukamedou Ramen,4.3,997,Kuliner,Jakarta Barat,https://www.google.com/maps/place/Tsurukamedou+Ramen/data=!4m7!3m6!1s0x2e69f652cc9bb011:0x70898caa3fab9462!8m2!3d-6.1698004!4d106.7695503!16s%2Fg%2F1jkytb1l_!19sChIJEbCbzFL2aS4RYpSrP6qMiXA,-6.1698004,106.7695503,6,Wisata Cukup Dikenal
322,Pondok Kopi BKT Park,4.6,972,Alam & Ruang Terbuka,Jakarta Timur,https://www.google.com/maps/place/Pondok+Kopi+BKT+Park/data=!4m7!3m6!1s0x2e698c96deb07775:0x89e0d931a430fc45!8m2!3d-6.2263017!4d106.9408151!16s%2Fg%2F11c6wbd472!19sChIJdXew3paMaS4RRfwwpDHZ4Ik,-6.2263017,106.9408151,2,Wisata Berpotensi
323,Danau Cincin,4.6,951,Alam & Ruang Terbuka,Jakarta Utara,https://www.google.com/maps/place/Danau+Cincin/data=!4m7!3m6!1s0x2e6a1f51139c352b:0x2bf79aea3809b9bd!8m2!3d-6.1270318!4d106.8725706!16s%2Fg%2F11rssklf02!19sChIJKzWcE1Efai4RvbkJOOqa9ys,-6.1270318,106.8725706,2,Wisata Berpotensi
324,Museum MH. Thamrin,4.6,936,Sejarah & Budaya,Jakarta Pusat,https://www.google.com/maps/place/Museum+MH.+Thamrin/data=!4m7!3m6!1s0x2e69f441a1426bfb:0x280b1e02323d46d0!8m2!3d-6.194015!4d106.8456889!16s%2Fg%2F1218f644!19sChIJ-2tCoUH0aS4R0EY9MgIeCyg,-6.194015,106.8456889,2,Wisata Berpotensi
325,Eco Skywalk @ Central Park Mall - NEO SOHO,4.7,933,Rekreasi & Hiburan Modern,Jakarta Barat,https://www.google.com/maps/place/Eco+Skywalk+@+Central+Park+Mall+-+NEO+SOHO/data=!4m7!3m6!1s0x2e69f65f0d939909:0x23419bbbc4e3880b!8m2!3d-6.1760136!4d106.790618!16s%2Fg%2F11c55b_br1!19sChIJCZmTDV_2aS4RC4jjxLubQSM,-6.1760136,106.790618,0,Wisata Cukup Populer
326,Namaaz Dining,4.6,928,Kuliner,Jakarta Selatan,https://www.google.com/maps/place/Namaaz+Dining/data=!4m7!3m6!1s0x2e69f167f132104f:0x564b875e668642b7!8m2!3d-6.249181!4d106.807035!16s%2Fg%2F11b6hxcjhq!19sChIJTxAy8WfxaS4Rt0KGZl6HS1Y,-6.249181,106.807035,2,Wisata Berpotensi
327,Gedung Candra Naya,4.6,927,Sejarah & Budaya,Jakarta Barat,https://www.google.com/maps/place/Gedung+Candra+Naya/data=!4m7!3m6!1s0x2e69f6086774201f:0x6cf9dd9e365ae9c8!8m2!3d-6.1473838!4d106.8151338!16s%2Fg%2F11c1p58hxk!19sChIJHyB0Zwj2aS4RyOlaNp7d-Ww,-6.1473838,106.8151338,2,Wisata Berpotensi
328,Graha Bhakti Budaya,4.6,909,Sejarah & Budaya,Jakarta Pusat,https://www.google.com/maps/place/Graha+Bhakti+Budaya/data=!4m7!3m6!1s0x2e69f438f2f99989:0x4fbaf603c965fb51!8m2!3d-6.1890898!4d106.8399614!16s%2Fg%2F1yh802jw0!19sChIJiZn58jj0aS4RUftlyQP2uk8,-6.1890898,106.8399614,2,Wisata Berpotensi
329,PGP. PIK.,4.5,903,Belanja,Jakarta Timur,https://www.google.com/maps/place/PGP.+PIK./data=!4m7!3m6!1s0x2e698b42b5505895:0x60cbf8dc3ead6510!8m2!3d-6.2032924!4d106.9341524!16s%2Fg%2F11hbnsbh3r!19sChIJlVhQtUKLaS4REGWtPtz4y2A,-6.2032924,106.9341524,3,Wisata Potensial
330,Prisma Sports Club,4.3,901,Rekreasi & Hiburan Modern,Jakarta Barat,https://www.google.com/maps/place/Prisma+Sports+Club/data=!4m7!3m6!1s0x2e69f71a1dd021af:0xcd028c762d98b0e5!8m2!3d-6.1937533!4d106.7598306!16s%2Fg%2F11bt_jwqg0!19sChIJryHQHRr3aS4R5bCYLXaMAs0,-6.1937533,106.7598306,6,Wisata Cukup Dikenal
331,The Amboja,4.6,897,Kuliner,Jakarta Timur,https://www.google.com/maps/place/The+Amboja/data=!4m7!3m6!1s0x2e69edad9f5c0791:0x3b0f05849f2f58c7!8m2!3d-6.3095727!4d106.9010586!16s%2Fg%2F11rtsksfc7!19sChIJkQdcn63taS4Rx1gvn4QFDzs,-6.3095727,106.9010586,2,Wisata Berpotensi
332,Pasar Modern Blok M,4.5,889,Belanja,Jakarta Selatan,https://www.google.com/maps/place/Pasar+Modern+Blok+M/data=!4m7!3m6!1s0x2e69f16e966f0403:0x39615974900bb114!8m2!3d-6.2449768!4d106.8011866!16s%2Fg%2F11cn300247!19sChIJAwRvlm7xaS4RFLELkHRZYTk,-6.2449768,106.8011866,3,Wisata Potensial
333,Jakarta Bird Land,4.7,846,Sejarah & Budaya,Jakarta Utara,https://www.google.com/maps/place/Jakarta+Bird+Land/data=!4m7!3m6!1s0x2e6a1f82a1321b0b:0x568665f610cdffda!8m2!3d-6.12576!4d106.8434791!16s%2Fg%2F11jygcs8mf!19sChIJCxsyoYIfai4R2v_NEPZlhlY,-6.12576,106.8434791,0,Wisata Cukup Populer
334,Papa & Mama Bistro and Coffee,4.5,846,Kuliner,Jakarta Barat,https://www.google.com/maps/place/Papa+%26+Mama+Bistro+and+Coffee/data=!4m7!3m6!1s0x2e69f656bbc06cb1:0x3c72eaa935a81a50!8m2!3d-6.1694895!4d106.7696012!16s%2Fg%2F1tdlr2k9!19sChIJsWzAu1b2aS4RUBqoNanqcjw,-6.1694895,106.7696012,3,Wisata Potensial
335,Klender SS Market,4.3,846,Belanja,Jakarta Timur,https://www.google.com/maps/place/Klender+SS+Market/data=!4m7!3m6!1s0x2e69f4a86610e521:0x941adca57562cdb5!8m2!3d-6.2127076!4d106.9019588!16s%2Fg%2F11g8cr8sfq!19sChIJIeUQZqj0aS4Rtc1idaXcGpQ,-6.2127076,106.9019588,6,Wisata Cukup Dikenal
336,Bkt Cipinang,4.6,831,Alam & Ruang Terbuka,Jakarta Timur,https://www.google.com/maps/place/Bkt+Cipinang/data=!4m7!3m6!1s0x2e69f3f030a2fd51:0x9986a5e1e4e941a5!8m2!3d-6.2291165!4d106.8877036!16s%2Fg%2F11rqsjg8xh!19sChIJUf2iMPDzaS4RpUHp5OGlhpk,-6.2291165,106.8877036,2,Wisata Berpotensi
337,Museum Polri,4.6,827,Sejarah & Budaya,Jakarta Selatan,https://www.google.com/maps/place/Museum+Polri/data=!4m7!3m6!1s0x2e69f169ec7f39a5:0xdb4f3d819bd716bd!8m2!3d-6.2394477!4d106.8027635!16s%2Fg%2F12nvp8h49!19sChIJpTl_7GnxaS4RvRbXm4E9T9s,-6.2394477,106.8027635,2,Wisata Berpotensi
338,Piknik Park,4.5,815,Alam & Ruang Terbuka,Jakarta Timur,https://www.google.com/maps/place/Piknik+Park/data=!4m7!3m6!1s0x2e698cd13471a0f3:0x6984378542402bc9!8m2!3d-6.2493925!4d106.9200742!16s%2Fg%2F11gfb49zyz!19sChIJ86BxNNGMaS4RyStAQoU3hGk,-6.2493925,106.9200742,3,Wisata Potensial
339,BRI Center Park,4.6,812,Alam & Ruang Terbuka,Jakarta Pusat,https://www.google.com/maps/place/BRI+Center+Park/data=!4m7!3m6!1s0x2e69f6ab22c659eb:0x89c340c578911689!8m2!3d-6.2167782!4d106.8141037!16s%2Fg%2F1pztq3xm0!19sChIJ61nGIqv2aS4RiRaReMVAw4k,-6.2167782,106.8141037,2,Wisata Berpotensi
340,Sumber Asli: Kuliner Tempo Dulu,4.7,810,Kuliner,Jakarta Selatan,https://www.google.com/maps/place/Sumber+Asli:+Kuliner+Tempo+Dulu/data=!4m7!3m6!1s0x2e69f1fdf249620f:0x30c1ef06184c280b!8m2!3d-6.2780265!4d106.8031283!16s%2Fg%2F11k60rl1wl!19sChIJD2JJ8v3xaS4RCyhMGAbvwTA,-6.2780265,106.8031283,0,Wisata Cukup Populer
341,Bojong Indah Market,4.5,808,Belanja,Jakarta Barat,https://www.google.com/maps/place/Bojong+Indah+Market/data=!4m7!3m6!1s0x2e69f70397f7de53:0x6f35b02cfdc7dfc5!8m2!3d-6.1614788!4d106.7412854!16s%2Fg%2F11h46kg0nx!19sChIJU973lwP3aS4Rxd_H_SywNW8,-6.1614788,106.7412854,3,Wisata Potensial
342,Taman Sepeda Melawai,4.5,803,Alam & Ruang Terbuka,Jakarta Selatan,https://www.google.com/maps/place/Taman+Sepeda+Melawai/data=!4m7!3m6!1s0x2e69f16e86fc7a23:0x973db08ec9ac2659!8m2!3d-6.2459823!4d106.8006606!16s%2Fg%2F11c3pwmtd6!19sChIJI3r8hm7xaS4RWSasyY6wPZc,-6.2459823,106.8006606,3,Wisata Potensial
